序号,名称,简介,网址
1084,Cryptocoinsnews,媒体CCN,https://www.cryptocoinsnews.com/
1085,币世界,,https://www.bishijie.com
1086,链闻,前沿金融科技精英读物,https://chainnews.com/
1087,Newsbtc,媒体平台,http://www.newsbtc.com/
1088,小牛情报,,http://www.xnqb.com/
1089,火讯财经,,http://huoxun.com/
1090,ETH Research,以太坊官方研究社群。文明讨论，进一步推动以太坊的技术研究。,https://ethresear.ch/
1091,引力区,总部位于中国上海，旨在通过基于区块链技术和 EOS 公链的深度分析内容，再辅以全面、优质的 EOS 资讯和技术支持，将生态中的爱好者转化为 EOS 支持者，从而促进 EOS 整个生态的蓬勃发展,http://eosgravity.com/
1092,支点,区块链项目资讯平台，专注于提供区块链的行情资讯和观点，以及项目进展、新上币种等。  PVT 是支点的价值凭证，支点所有价值都会汇聚到PVT中。,https://www.pivot.one/
1093,Blockchain Circle,Blockchain Circle 是德国区块链的专业人士网络，由 100 多个区块链专业人士提出各自见解,https://blockchaincircle.de/
1094,币用,,https://www.biyong.sg/
1095,DeCenter,"迄今为止最大的俄罗斯区块链和加密货币社区，拥有数量惊人的超过 100,000 名专家、开发商、投资者和爱好者",https://decenter.org/
1096,密码极客,一群来自前阿里、蚂蚁金服和知名区块链公司的工程师与阿里创业帮一起发起的区块链技术创投社群。,http://www.mimajike.com/
1097,XLNT Chat,优秀的艺术家和技术人员社区,https://xlnt.co/
1098,>Bridge Academy,Bridge 是有志于区块链和全栈开发人员的在线职业加速器。由实践导师与在线社区的协同工作，以加速学习和掌握。,https://bridge.academy/
1099,布洛克科技,布洛克科技是集新闻、快讯、行情、数据、社群、项目等区块链信息为一体的综合性服务平台，秉持客观、真实、深度的理念，服务全球区块链领域创业者与投资人。,http://www.block360.pro/
1100,币联万物,币联万物 Coin Link X，连接无限可能，让财富更有温度。为全球优质区块链项目提供生态闭环的最佳解决方案,http://www.coinlinkx.com/
1101,BCH.Club,BCH社区，开放自由的知识社交平台,https://bch.club/
